Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_Male,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_Yes,Attrition_Yes,PerformanceRating
34,28,3,4,95,2,2,3,1.0,21,4,8.0,2.0,3,8.0,7.0,1.0,7.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
32,1,2,1,34,1,2,2,6.0,15,2,10.0,2.0,3,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
37,14,3,4,95,3,1,1,1.0,12,3,18.0,2.0,2,18.0,7.0,7.5,14.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,3,3,1,91,3,1,1,5.0,13,3,6.0,4.5,3,2.0,2.0,0.0,2.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
48,1,3,4,76,2,5,4,6.0,12,3,25.0,3.0,4,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
24,24,3,4,49,3,1,2,8.0,22,4,6.0,2.0,3,4.0,3.0,1.0,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
50,1,4,4,68,3,5,4,3.0,11,3,28.5,3.0,2,7.0,0.0,0.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,2,3,1,62,2,2,1,3.0,12,4,9.0,1.0,3,2.0,2.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,9,3,4,83,3,5,2,4.0,24,1,28.5,4.5,2,20.5,10.0,7.5,10.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
43,15,2,3,65,2,4,3,1.0,24,1,14.0,3.0,3,14.0,10.0,6.0,11.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
48,1,4,1,35,4,4,4,2.0,22,3,27.0,3.0,2,5.0,4.0,2.0,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,3,4,76,3,5,1,3.0,21,3,28.5,3.0,3,9.0,8.0,1.0,5.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2
35,11,2,4,54,3,2,4,1.0,11,4,5.0,3.0,3,5.0,2.0,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
33,1,2,1,98,3,3,4,1.0,12,3,15.0,1.0,3,15.0,14.0,7.5,12.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,2,1,1,87,3,2,4,1.0,19,4,6.0,0.5,4,6.0,4.0,1.0,3.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,2,2,2,92,3,2,2,3.0,14,3,15.0,4.0,3,11.0,8.0,5.0,10.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23,1,2,4,47,3,1,3,1.0,22,4,1.0,2.0,3,1.0,0.0,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
26,23,3,1,90,3,1,4,1.0,22,2,3.0,3.0,1,3.0,2.0,0.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
31,7,2,2,31,3,2,1,1.0,12,2,13.0,4.5,1,13.0,10.0,3.0,12.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,16,3,1,84,4,1,2,0.0,13,3,6.0,4.5,3,5.0,4.0,0.0,3.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
53,13,2,4,57,4,2,1,1.0,11,3,5.0,3.0,3,4.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
39,8,1,3,48,3,1,3,1.0,11,1,8.0,3.0,3,8.0,3.0,0.0,7.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,8,4,3,100,3,1,3,1.0,17,2,6.0,2.0,1,5.0,4.0,1.0,4.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,5,3,2,74,3,2,1,0.0,19,2,10.0,2.0,3,9.0,4.0,1.0,7.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,3,2,97,3,1,4,0.0,13,2,10.0,4.5,3,9.0,7.0,1.0,8.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,3,3,4,50,3,1,4,1.0,11,3,0.0,4.5,2,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,8,3,1,73,3,4,4,5.0,14,3,28.0,3.0,3,2.0,0.0,2.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
26,7,3,4,76,3,1,4,1.0,20,3,7.0,4.5,3,7.0,7.0,5.0,7.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52,19,4,4,41,3,1,4,0.0,18,1,5.0,3.0,3,4.0,3.0,1.0,2.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,3,2,1,39,3,1,4,5.0,22,1,7.0,2.0,3,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
29,9,3,2,52,1,1,2,1.0,13,3,2.0,3.0,3,2.0,2.0,2.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
40,9,4,4,86,3,1,1,3.0,14,2,15.0,3.0,1,5.0,4.0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
46,3,3,3,51,3,4,2,8.0,12,4,23.0,2.0,4,13.0,12.0,5.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,2,3,3,44,2,3,2,2.0,18,2,15.0,2.0,4,7.0,7.0,6.0,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
28,24,2,2,72,2,3,1,1.0,12,1,10.0,2.0,2,10.0,7.0,1.0,9.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,4,3,3,56,1,3,3,4.0,21,3,9.0,2.0,4,5.0,0.0,0.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
29,2,3,3,76,3,1,2,0.0,23,4,6.0,3.0,3,5.0,4.0,0.0,4.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
38,2,2,3,75,2,1,2,4.0,14,2,9.0,4.0,2,6.0,1.0,0.0,5.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,2,3,3,90,2,1,4,7.0,14,3,3.0,3.0,4,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
35,23,4,3,30,3,1,1,3.0,15,3,4.0,3.0,3,2.0,2.0,2.0,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
53,7,2,1,78,2,3,4,7.0,18,4,28.5,3.0,3,5.0,2.0,0.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
42,2,1,2,35,3,1,4,5.0,14,4,8.0,2.0,3,2.0,1.0,2.0,2.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
36,26,4,1,80,3,2,3,6.0,14,2,10.0,2.0,2,3.0,2.0,0.0,2.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,1,2,4,33,2,2,4,6.0,22,1,4.0,2.0,1,2.0,2.0,2.0,2.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
40,9,2,1,47,3,2,1,0.0,12,4,9.0,4.5,4,8.0,4.0,7.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35,1,3,2,85,3,2,3,8.5,11,3,15.0,2.0,3,11.0,9.0,6.0,9.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
34,8,2,2,92,4,2,3,1.0,21,3,10.0,4.5,3,10.0,8.0,4.0,8.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35,6,4,2,82,1,2,4,1.0,13,2,17.0,3.0,3,17.0,11.0,7.5,8.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
36,2,3,4,96,3,1,3,4.0,13,2,6.0,3.0,3,2.0,2.0,2.0,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,9,3,4,33,3,1,1,1.0,19,1,1.0,3.0,2,1.0,0.0,1.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
28,1,3,1,72,2,1,3,1.0,14,4,1.0,2.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,2,4,3,51,3,2,4,3.0,15,3,17.0,2.0,2,13.0,7.0,6.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
26,3,1,3,73,3,1,1,0.0,22,3,7.0,2.0,3,6.0,4.0,0.0,4.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
36,3,4,1,48,2,3,4,4.0,11,1,16.0,2.0,3,13.0,9.0,1.0,12.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25,19,1,4,67,3,1,4,3.0,11,3,7.0,4.5,2,3.0,2.0,1.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,2,4,3,41,2,3,3,6.0,11,2,13.0,4.0,3,9.0,4.0,7.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
36,2,4,3,70,3,1,4,3.0,21,4,7.0,3.0,2,3.0,2.0,1.0,2.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2
43,17,3,3,38,2,1,3,8.5,16,4,6.0,4.0,3,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
27,10,2,4,32,3,3,1,1.0,21,3,9.0,4.0,2,9.0,7.0,1.0,7.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
46,4,2,4,33,2,5,2,2.0,14,3,26.0,2.0,3,11.0,4.0,0.0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,24,2,1,97,3,1,4,1.0,16,4,5.0,3.0,3,4.0,2.0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40,9,4,3,81,3,2,3,3.0,11,3,11.0,2.0,4,8.0,7.0,0.0,7.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,3,1,4,71,4,2,4,1.0,20,2,6.0,3.0,3,6.0,5.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
40,1,2,2,57,1,2,4,2.0,22,3,6.0,2.0,2,4.0,3.0,0.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
37,6,3,3,51,4,2,1,4.0,13,1,13.0,2.0,3,7.0,7.0,6.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
44,9,2,2,61,3,1,1,1.0,13,4,8.0,0.5,3,8.0,7.0,7.0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
20,9,1,4,54,3,1,1,1.0,11,1,2.0,3.0,3,2.0,2.0,0.0,2.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
46,26,2,2,98,2,2,2,8.0,15,3,6.0,3.0,3,2.0,2.0,2.0,2.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,29,3,2,98,3,2,2,1.0,13,4,10.0,3.0,2,9.0,8.0,7.0,8.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,25,3,2,82,3,2,3,1.0,12,1,10.0,3.0,2,10.0,7.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29,2,3,4,61,3,2,3,1.0,14,1,4.0,3.0,2,4.0,3.0,0.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,10,3,4,61,3,1,2,0.0,14,4,8.0,2.0,2,7.0,5.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
52,7,4,2,87,3,3,2,7.0,19,4,18.0,4.0,3,8.0,6.0,4.0,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,17,3,4,38,3,4,3,1.0,11,4,10.0,2.0,3,10.0,8.0,6.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,2,2,1,65,3,2,4,5.0,13,3,20.0,2.0,3,5.0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,2,1,3,36,3,2,2,0.0,13,1,4.0,3.0,2,3.0,2.0,1.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
31,7,4,2,41,2,1,3,3.0,15,2,13.0,2.0,4,7.0,7.0,5.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
46,5,4,1,98,3,2,4,4.0,21,3,14.0,4.0,3,9.0,6.0,0.0,8.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
29,23,1,4,45,2,3,1,1.0,13,1,11.0,3.0,1,11.0,8.0,3.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
49,18,4,4,58,2,5,3,1.0,17,3,28.5,4.5,3,20.5,9.0,0.0,9.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
38,1,3,3,81,3,3,3,4.0,14,4,10.0,4.0,4,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
34,1,3,4,64,2,3,3,1.0,14,4,10.0,3.0,3,10.0,9.0,7.5,6.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
31,20,3,2,71,1,2,3,3.0,11,3,4.0,2.0,3,2.0,2.0,2.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
36,3,4,1,99,3,2,2,3.0,16,4,15.0,3.0,3,5.0,4.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
32,26,4,3,100,3,2,4,0.0,18,1,4.0,2.0,3,3.0,2.0,2.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,21,2,3,57,2,1,1,0.0,14,2,2.0,3.0,3,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,2,4,1,62,2,2,3,2.0,17,1,10.0,3.0,3,8.0,7.0,0.0,7.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31,9,2,3,46,2,1,1,0.0,22,1,4.0,0.5,3,3.0,2.0,1.0,2.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
35,18,5,2,48,4,2,1,1.0,11,4,16.0,2.0,3,16.0,14.5,1.0,10.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,6,2,4,33,1,1,3,0.0,16,4,3.0,3.0,2,2.0,2.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
44,1,3,3,44,3,1,4,4.0,18,1,8.0,2.0,3,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
26,29,2,2,79,1,2,1,8.0,18,4,7.0,4.5,3,2.0,2.0,2.0,2.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,28,2,1,66,3,2,2,1.0,20,4,6.0,4.5,4,5.0,3.0,1.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29,10,1,4,39,2,2,2,1.0,14,1,7.0,2.0,3,7.0,7.0,1.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
49,11,4,4,80,3,2,4,3.0,12,3,8.0,1.0,4,5.0,1.0,0.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
48,2,1,2,56,4,2,2,3.0,12,4,12.0,3.0,3,2.0,2.0,2.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
28,1,2,1,67,1,1,2,7.0,13,4,10.0,4.0,3,7.0,7.0,3.0,7.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
30,2,4,4,78,2,1,1,0.0,16,4,10.0,2.0,3,9.0,7.0,0.0,7.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,6,4,2,87,3,2,3,1.0,16,1,12.0,0.5,3,11.0,8.0,5.0,7.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18,1,3,4,97,3,1,4,1.0,15,3,0.0,4.5,4,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45,25,3,2,83,3,5,2,3.0,22,3,22.0,4.0,3,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
31,2,1,4,59,1,1,4,1.0,11,3,1.0,4.0,3,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
46,5,2,2,80,3,2,2,8.0,22,4,16.0,2.0,3,4.0,2.0,0.0,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
40,26,2,3,92,2,2,4,3.0,13,4,16.0,3.0,1,1.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
29,1,1,4,41,3,2,3,1.0,13,1,10.0,1.0,3,10.0,7.0,0.0,9.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38,6,3,2,79,1,2,4,7.0,12,4,17.0,3.0,3,13.0,11.0,1.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36,9,2,2,48,2,2,2,2.0,11,3,13.0,2.0,3,3.0,2.0,0.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
19,1,1,3,100,1,1,1,0.0,21,1,1.0,4.5,4,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2
